created_at,entry_id,indoor_temp,indoor_humidity,outdoor_temp,outdoor_humidity,delta_temp,indoor_temp_smooth,indoor_humidity_smooth,THI,discomfort,too_cold,humidity_change,humidity_spike,temp_change,temp_spike
2025-12-10 16:54:01+00:00,11074,20.27,47.0,11.6,72.0,8.67,20.342666666666663,46.25833333333333,18.588045,False,False,-0.10999999999999943,False,-0.010000000000001563,False
2025-12-10 16:55:00+00:00,11075,20.29,47.03,11.6,72.0,8.69,20.339666666666663,46.304,18.60317035,False,False,0.030000000000001137,False,0.019999999999999574,False
2025-12-10 16:56:01+00:00,11076,20.26,47.07,11.6,72.0,8.660000000000002,20.335666666666665,46.351,18.5831776,False,False,0.03999999999999915,False,-0.029999999999997584,False
2025-12-10 16:57:01+00:00,11077,20.27,47.04,11.6,72.0,8.67,20.33133333333333,46.397000000000006,18.5893144,False,False,-0.030000000000001137,False,0.00999999999999801,False
2025-12-10 16:58:01+00:00,11078,20.26,46.99,11.6,72.0,8.660000000000002,20.327,46.440666666666665,18.5806432,False,False,-0.04999999999999716,False,-0.00999999999999801,False
2025-12-10 16:59:01+00:00,11079,20.26,46.98,11.6,72.0,8.660000000000002,20.322333333333333,46.48466666666666,18.5803264,False,False,-0.010000000000005116,False,0.0,False
2025-12-10 17:00:01+00:00,11080,20.25,46.95,11.6,72.0,8.65,20.318,46.52866666666667,18.57229375,False,False,-0.02999999999999403,False,-0.010000000000001563,False
2025-12-10 17:01:01+00:00,11081,20.28,46.99,11.4,73.0,8.88,20.315,46.57566666666666,18.5948121,False,False,0.03999999999999915,False,0.030000000000001137,False
2025-12-10 17:02:01+00:00,11082,20.28,47.09,11.4,73.0,8.88,20.31233333333333,46.626666666666665,18.5979911,False,False,0.10000000000000142,False,0.0,False
2025-12-10 17:03:01+00:00,11083,20.28,47.12,11.4,73.0,8.88,20.309666666666665,46.67700000000001,18.5989448,False,False,0.02999999999999403,False,0.0,False
2025-12-10 17:04:01+00:00,11084,20.28,47.04,11.4,73.0,8.88,20.307,46.72233333333334,18.5964016,False,False,-0.0799999999999983,False,0.0,False
2025-12-10 17:05:00+00:00,11085,20.27,47.02,11.4,73.0,8.87,20.30366666666667,46.77,18.5886797,False,False,-0.01999999999999602,False,-0.010000000000001563,False
2025-12-10 17:06:01+00:00,11086,20.26,47.06,11.4,73.0,8.860000000000001,20.301,46.818333333333335,18.582860800000002,False,False,0.03999999999999915,False,-0.00999999999999801,False
2025-12-10 17:07:01+00:00,11087,20.27,47.08,11.4,73.0,8.87,20.29866666666667,46.86566666666667,18.590583799999997,False,False,0.01999999999999602,False,0.00999999999999801,False
2025-12-10 17:08:02+00:00,11088,20.26,47.09,11.4,73.0,8.860000000000001,20.295666666666666,46.914,18.5838112,False,False,0.010000000000005116,False,-0.00999999999999801,False
2025-12-10 17:09:01+00:00,11089,20.24,47.1,11.4,73.0,8.839999999999998,20.292,46.96,18.569947,False,False,0.00999999999999801,False,-0.020000000000003126,False
2025-12-10 17:10:01+00:00,11090,20.25,47.06,11.4,73.0,8.85,20.28933333333333,46.99699999999999,18.5757725,False,False,-0.03999999999999915,False,0.010000000000001563,False
2025-12-10 17:11:01+00:00,11091,20.25,47.07,11.4,73.0,8.85,20.28633333333333,47.025666666666666,18.57608875,False,False,0.00999999999999801,False,0.0,False
2025-12-10 17:12:01+00:00,11092,20.26,47.07,11.4,73.0,8.860000000000001,20.284333333333333,47.04600000000001,18.5831776,False,False,0.0,False,0.010000000000001563,False
2025-12-10 17:13:01+00:00,11093,20.27,47.01,11.4,73.0,8.87,20.282,47.059666666666665,18.58836235,False,False,-0.060000000000002274,False,0.00999999999999801,False
2025-12-10 17:14:01+00:00,11094,20.25,47.07,11.4,73.0,8.85,20.279333333333334,47.07133333333333,18.57608875,False,False,0.060000000000002274,False,-0.019999999999999574,False
2025-12-10 17:15:01+00:00,11095,20.25,47.09,11.4,73.0,8.85,20.276333333333334,47.07833333333334,18.57672125,False,False,0.020000000000003126,False,0.0,False
2025-12-10 17:16:01+00:00,11096,20.26,47.09,11.2,74.0,9.060000000000002,20.27466666666667,47.078,18.5838112,False,False,0.0,False,0.010000000000001563,False
2025-12-10 17:17:01+00:00,11097,20.25,47.04,11.2,74.0,9.05,20.272,47.07566666666666,18.57514,False,False,-0.05000000000000426,False,-0.010000000000001563,False
2025-12-10 17:18:01+00:00,11098,20.27,46.96,11.2,74.0,9.07,20.27,47.071000000000005,18.5867756,False,False,-0.0799999999999983,False,0.019999999999999574,False
2025-12-10 17:19:01+00:00,11099,20.23,47.03,11.2,74.0,9.03,20.267333333333333,47.065000000000005,18.56065045,False,False,0.07000000000000028,False,-0.03999999999999915,False
2025-12-10 17:20:01+00:00,11100,20.21,47.1,11.2,74.0,9.010000000000002,20.264000000000003,47.05766666666667,18.5486755,False,False,0.07000000000000028,False,-0.019999999999999574,False
2025-12-10 17:21:01+00:00,11101,20.22,47.09,11.2,74.0,9.02,20.261000000000003,47.05266666666667,18.5554514,False,False,-0.00999999999999801,False,0.00999999999999801,False
2025-12-10 17:22:01+00:00,11102,20.24,47.11,11.2,74.0,9.04,20.259000000000004,47.05166666666666,18.570262699999997,False,False,0.01999999999999602,False,0.019999999999999574,False
2025-12-10 17:23:01+00:00,11103,20.21,47.24,11.2,74.0,9.010000000000002,20.256666666666664,47.056,18.5530722,False,False,0.13000000000000256,False,-0.029999999999997584,False
2025-12-10 17:24:01+00:00,11104,20.22,47.28,11.2,74.0,9.02,20.255,47.065333333333335,18.561428799999998,False,False,0.03999999999999915,False,0.00999999999999801,False
2025-12-10 17:25:01+00:00,11105,20.2,47.34,11.2,74.0,9.0,20.252,47.07566666666666,18.549108999999998,False,False,0.060000000000002274,False,-0.019999999999999574,False
